start,end,length
2023-01-06 00:00:00,2023-01-12 23:00:00,168
2023-02-06 00:00:00,2023-02-12 23:00:00,168
2023-03-06 00:00:00,2023-03-12 23:00:00,168
2023-04-06 00:00:00,2023-04-12 23:00:00,168
2023-05-06 00:00:00,2023-05-12 23:00:00,168
2023-05-31 17:00:00,2023-05-31 23:00:00,7
2023-06-06 00:00:00,2023-06-30 23:00:00,600
2023-07-06 00:00:00,2023-07-31 23:00:00,624
2023-08-06 00:00:00,2023-08-31 23:00:00,624
2023-09-06 00:00:00,2023-09-30 23:00:00,600
2023-10-06 00:00:00,2023-10-31 23:00:00,624
2023-11-06 00:00:00,2023-11-30 23:00:00,600
2023-12-06 00:00:00,2024-01-01 23:00:00,648
2024-01-13 00:00:00,2024-02-01 23:00:00,480
2024-03-01 00:00:00,2024-03-01 23:00:00,24
2024-04-01 00:00:00,2024-04-01 23:00:00,24
2024-05-01 00:00:00,2024-05-01 23:00:00,24
2024-06-01 00:00:00,2024-06-01 23:00:00,24
2024-07-01 00:00:00,2024-07-01 23:00:00,24
2024-08-01 00:00:00,2024-08-01 23:00:00,24
2024-09-01 00:00:00,2024-09-01 23:00:00,24
2024-10-01 00:00:00,2024-10-01 23:00:00,24
2024-11-01 00:00:00,2024-11-01 23:00:00,24
2024-12-01 00:00:00,2024-12-01 23:00:00,24
